discipline_title,game_season,event_title,game_name,game_year
Athletics,Summer,"1,500 metres Wheelchair Men",Athens 2004,2004
Athletics,Summer,discus throw men,Athens 2004,2004
Trampoline,Summer,Individual women,Athens 2004,2004
Trampoline,Summer,Individual men,Athens 2004,2004
Cycling Road,Summer,individual time trial men,Athens 2004,2004
Cycling Road,Summer,individual road race men,Athens 2004,2004
Cycling Road,Summer,individual road race women,Athens 2004,2004
Cycling Road,Summer,individual time trial women,Athens 2004,2004
Equestrian Eventing,Summer,team mixed,Athens 2004,2004
Equestrian Eventing,Summer,individual mixed,Athens 2004,2004
Table Tennis,Summer,Singles women,Athens 2004,2004
Table Tennis,Summer,Singles men,Athens 2004,2004
Table Tennis,Summer,doubles women,Athens 2004,2004
Table Tennis,Summer,doubles men,Athens 2004,2004
Wrestling,Summer,"Lightweight, Freestyle (≤60 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Heavyweight, Greco-Roman (≤96 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Flyweight, Freestyle (≤48 kilograms) Women",Athens 2004,2004
Wrestling,Summer,"Heavyweight, Freestyle (≤72 kilograms) Women",Athens 2004,2004
Wrestling,Summer,"Lightweight, Freestyle (≤55 kilograms) Women",Athens 2004,2004
Wrestling,Summer,"Welterweight, Greco-Roman (≤66 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Light-Heavyweight, Freestyle (≤84 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Middleweight, Freestyle (≤63 kilograms) Women",Athens 2004,2004
Wrestling,Summer,"Featherweight, Freestyle (≤55 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Middleweight, Freestyle (≤74 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Lightweight, Greco-Roman (≤60 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Heavyweight, Freestyle (≤96 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Welterweight, Freestyle (≤66 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Middleweight, Greco-Roman (≤74 kilograms) Men",Athens 2004,2004
Wrestling,Summer,"Featherweight, Greco-Roman (≤55 kilograms) Men",Athens 2004,2004
Taekwondo,Summer,57 - 67 kg women,Athens 2004,2004
Taekwondo,Summer,Athens 2004 Taekwondo - 58 kg men,Athens 2004,2004
Taekwondo,Summer,58 - 68 kg men,Athens 2004,2004
Taekwondo,Summer,Athens 2004 Taekwondo - 49 kg women,Athens 2004,2004
Taekwondo,Summer,68 - 80 kg men,Athens 2004,2004
Taekwondo,Summer,49 - 57 kg women,Athens 2004,2004
Taekwondo,Summer,80 kg men,Athens 2004,2004
Taekwondo,Summer,67 kg women,Athens 2004,2004
Cycling Track,Summer,points race women,Athens 2004,2004
Cycling Track,Summer,Individual Pursuit men,Athens 2004,2004
Cycling Track,Summer,individual pursuit women,Athens 2004,2004
Cycling Track,Summer,Keirin men,Athens 2004,2004
Cycling Track,Summer,Team Pursuit 4000m men,Athens 2004,2004
Cycling Track,Summer,Sprint individual men,Athens 2004,2004
Cycling Track,Summer,1km time trial men,Athens 2004,2004
Cycling Track,Summer,sprint women,Athens 2004,2004
Cycling Track,Summer,Points Race men,Athens 2004,2004
Cycling Track,Summer,500m time trial women,Athens 2004,2004
Cycling Track,Summer,Madison men,Athens 2004,2004
Cycling Track,Summer,Team sprint men,Athens 2004,2004
Equestrian Dressage,Summer,individual mixed,Athens 2004,2004
Equestrian Dressage,Summer,team mixed,Athens 2004,2004
Swimming,Summer,200m butterfly men,Athens 2004,2004
Swimming,Summer,100m butterfly men,Athens 2004,2004
Swimming,Summer,1500m freestyle men,Athens 2004,2004
Swimming,Summer,50m freestyle men,Athens 2004,2004
Swimming,Summer,4x100m medley relay men,Athens 2004,2004
Swimming,Summer,200m butterfly women,Athens 2004,2004
Swimming,Summer,800m freestyle women,Athens 2004,2004
Swimming,Summer,200m backstroke women,Athens 2004,2004
Swimming,Summer,400m individual medley men,Athens 2004,2004
Swimming,Summer,200m freestyle men,Athens 2004,2004
Swimming,Summer,400m freestyle men,Athens 2004,2004
Swimming,Summer,100m backstroke men,Athens 2004,2004
Swimming,Summer,4x100m medley relay women,Athens 2004,2004
Swimming,Summer,200m individual medley women,Athens 2004,2004
Swimming,Summer,4x100m freestyle relay women,Athens 2004,2004
Swimming,Summer,100m freestyle women,Athens 2004,2004
Swimming,Summer,400m freestyle women,Athens 2004,2004
Swimming,Summer,200m individual medley men,Athens 2004,2004
Swimming,Summer,200m breaststroke women,Athens 2004,2004
Swimming,Summer,100m breaststroke men,Athens 2004,2004
Swimming,Summer,4x100m freestyle relay men,Athens 2004,2004
Swimming,Summer,4x200m freestyle relay men,Athens 2004,2004
Swimming,Summer,200m backstroke men,Athens 2004,2004
Swimming,Summer,100m freestyle men,Athens 2004,2004
Swimming,Summer,50m freestyle women,Athens 2004,2004
Swimming,Summer,200m breaststroke men,Athens 2004,2004
Swimming,Summer,400m individual medley women,Athens 2004,2004
Swimming,Summer,4x200m freestyle relay women,Athens 2004,2004
Swimming,Summer,100m breaststroke women,Athens 2004,2004
Swimming,Summer,100m butterfly women,Athens 2004,2004
Swimming,Summer,100m backstroke women,Athens 2004,2004
Swimming,Summer,200m freestyle women,Athens 2004,2004
Volleyball,Summer,volleyball men,Athens 2004,2004
Volleyball,Summer,volleyball women,Athens 2004,2004
Football,Summer,football men,Athens 2004,2004
Football,Summer,football women,Athens 2004,2004
Weightlifting,Summer,53kg women,Athens 2004,2004
Weightlifting,Summer,105kg superheavyweight men,Athens 2004,2004
Weightlifting,Summer,62kg featherweight men,Athens 2004,2004
Weightlifting,Summer,48kg women,Athens 2004,2004
Weightlifting,Summer,63kg women,Athens 2004,2004
Weightlifting,Summer,69kg women,Athens 2004,2004
Weightlifting,Summer,85kg men,Athens 2004,2004
Weightlifting,Summer,77kg men,Athens 2004,2004
Weightlifting,Summer,94kg men,Athens 2004,2004
Weightlifting,Summer,58kg women,Athens 2004,2004
Weightlifting,Summer,75kg women,Athens 2004,2004
Weightlifting,Summer,+75kg women,Athens 2004,2004
Weightlifting,Summer,105kg heavyweight men,Athens 2004,2004
Weightlifting,Summer,69kg men,Athens 2004,2004
Weightlifting,Summer,56kg bantamweight men,Athens 2004,2004
Archery,Summer,team FITA Olympic round  70m men,Athens 2004,2004
Archery,Summer,Individual competition men,Athens 2004,2004
Archery,Summer,individual FITA Olympic round  70m women,Athens 2004,2004
Archery,Summer,team FITA Olympic round  70m women,Athens 2004,2004
Gymnastics Rhythmic,Summer,individual all-round women,Athens 2004,2004
Gymnastics Rhythmic,Summer,group competition women,Athens 2004,2004
Tennis,Summer,Singles men,Athens 2004,2004
Tennis,Summer,doubles women,Athens 2004,2004
Tennis,Summer,Singles women,Athens 2004,2004
Tennis,Summer,doubles men,Athens 2004,2004
Shooting,Summer,50m rifle 3 positions 3x20 shots women,Athens 2004,2004
Shooting,Summer,10m air pistol 40 shots women,Athens 2004,2004
Shooting,Summer,25m pistol 3030 shots women,Athens 2004,2004
Shooting,Summer,10m air rifle 40 shots women,Athens 2004,2004
Shooting,Summer,10m air rifle 60 shots men,Athens 2004,2004
Shooting,Summer,skeet (125 targets) men,Athens 2004,2004
Shooting,Summer,double trap 120 targets women,Athens 2004,2004
Shooting,Summer,50m pistol 60 shots men,Athens 2004,2004
Shooting,Summer,trap 125 targets men,Athens 2004,2004
Shooting,Summer,trap 75 targets women,Athens 2004,2004
Shooting,Summer,10m air pistol 60 shots men,Athens 2004,2004
Shooting,Summer,skeet 75 targets women,Athens 2004,2004
Shooting,Summer,double trap 150 targets men,Athens 2004,2004
Shooting,Summer,10m running target 3030 shot men,Athens 2004,2004
Shooting,Summer,50m rifle prone 60 shots men,Athens 2004,2004
Shooting,Summer,50m rifle 3 positions 3x40 shots men,Athens 2004,2004
Shooting,Summer,25m rapid fire pistol 60 shots men,Athens 2004,2004
Cycling Mountain Bike,Summer,cross-country women,Athens 2004,2004
Cycling Mountain Bike,Summer,cross-country men,Athens 2004,2004
Equestrian Jumping,Summer,team mixed,Athens 2004,2004
Equestrian Jumping,Summer,individual mixed,Athens 2004,2004
Modern Pentathlon,Summer,Individual Competition women,Athens 2004,2004
Modern Pentathlon,Summer,Individual competition men,Athens 2004,2004
Gymnastics Artistic,Summer,vault women,Athens 2004,2004
Gymnastics Artistic,Summer,rings men,Athens 2004,2004
Gymnastics Artistic,Summer,individual all-round men,Athens 2004,2004
Gymnastics Artistic,Summer,team competition women,Athens 2004,2004
Gymnastics Artistic,Summer,balance beam women,Athens 2004,2004
Gymnastics Artistic,Summer,floor exercises women,Athens 2004,2004
Gymnastics Artistic,Summer,pommel horse men,Athens 2004,2004
Gymnastics Artistic,Summer,parallel bars men,Athens 2004,2004
Gymnastics Artistic,Summer,individual all-round women,Athens 2004,2004
Gymnastics Artistic,Summer,team competition men,Athens 2004,2004
Gymnastics Artistic,Summer,vault men,Athens 2004,2004
Gymnastics Artistic,Summer,floor exercises men,Athens 2004,2004
Gymnastics Artistic,Summer,uneven bars women,Athens 2004,2004
Gymnastics Artistic,Summer,horizontal bar men,Athens 2004,2004
Hockey,Summer,hockey women,Athens 2004,2004
Hockey,Summer,hockey men,Athens 2004,2004
Fencing,Summer,sabre individual men,Athens 2004,2004
Fencing,Summer,épée individual men,Athens 2004,2004
Fencing,Summer,sabre team men,Athens 2004,2004
Fencing,Summer,épée team men,Athens 2004,2004
Fencing,Summer,sabre individual women,Athens 2004,2004
Fencing,Summer,foil individual women,Athens 2004,2004
Fencing,Summer,épée individual women,Athens 2004,2004
Fencing,Summer,foil individual men,Athens 2004,2004
Fencing,Summer,épée team women,Athens 2004,2004
Fencing,Summer,foil team men,Athens 2004,2004
Canoe Slalom,Summer,K1 kayak single men,Athens 2004,2004
Canoe Slalom,Summer,C1 canoe single men,Athens 2004,2004
Canoe Slalom,Summer,K1 kayak single women,Athens 2004,2004
Canoe Slalom,Summer,C2 canoe double men,Athens 2004,2004
Boxing,Summer,54-57kg featherweight men,Athens 2004,2004
Boxing,Summer,64 - 69 kg men,Athens 2004,2004
Boxing,Summer,48kg light flywieght men,Athens 2004,2004
Boxing,Summer,57-60kg lightweight men,Athens 2004,2004
Boxing,Summer,60 - 64 kg men,Athens 2004,2004
Boxing,Summer,81-91kg heavyweight men,Athens 2004,2004
Boxing,Summer,91kg super heavyweight men,Athens 2004,2004
Boxing,Summer,51-54kg bantamweight men,Athens 2004,2004
Boxing,Summer,48-51kg flyweight men,Athens 2004,2004
Boxing,Summer,69 - 75 kg men,Athens 2004,2004
Boxing,Summer,75-81kg lightheavyweight men,Athens 2004,2004
Badminton,Summer,Singles men,Athens 2004,2004
Badminton,Summer,Doubles mixed,Athens 2004,2004
Badminton,Summer,Singles women,Athens 2004,2004
Badminton,Summer,doubles women,Athens 2004,2004
Badminton,Summer,doubles men,Athens 2004,2004
Water Polo,Summer,water polo women,Athens 2004,2004
Water Polo,Summer,water polo men,Athens 2004,2004
Beach Volleyball,Summer,Beach volleyball men,Athens 2004,2004
Beach Volleyball,Summer,Beach volleyball women,Athens 2004,2004
Sailing,Summer,Mistral - Windsurfer men,Athens 2004,2004
Sailing,Summer,49er - Skiff mixed,Athens 2004,2004
Sailing,Summer,Finn - One Person Dinghy (Heavyweight) men,Athens 2004,2004
Sailing,Summer,470 - Two Person Dinghy women,Athens 2004,2004
Sailing,Summer,Star - Keelboat men,Athens 2004,2004
Sailing,Summer,Tornado - Multihull mixed,Athens 2004,2004
Sailing,Summer,470 - Two Person Dinghy men,Athens 2004,2004
Sailing,Summer,Yngling - Keelboat women,Athens 2004,2004
Sailing,Summer,singlehanded dinghy Europe women,Athens 2004,2004
Sailing,Summer,single-handed dinghy open (Laser) mixed,Athens 2004,2004
Sailing,Summer,board Mistral women,Athens 2004,2004
Diving,Summer,synchronized diving 3m springboard women,Athens 2004,2004
Diving,Summer,10m platform women,Athens 2004,2004
Diving,Summer,3m springboard men,Athens 2004,2004
Diving,Summer,10m platform men,Athens 2004,2004
Diving,Summer,synchronized diving 10m platform men,Athens 2004,2004
Diving,Summer,3m springboard women,Athens 2004,2004
Diving,Summer,synchronized diving 10m platform women,Athens 2004,2004
Diving,Summer,synchronized diving 3m springboard men,Athens 2004,2004
Judo,Summer,48  52kg halflightweight women,Athens 2004,2004
Judo,Summer,78kg heavyweight women,Athens 2004,2004
Judo,Summer,100kg heavyweight men,Athens 2004,2004
Judo,Summer,66  73kg lightweight men,Athens 2004,2004
Judo,Summer,52  57kg lightweight women,Athens 2004,2004
Judo,Summer,70  78kg halfheavyweight women,Athens 2004,2004
Judo,Summer,90  100kg halfheavyweight men,Athens 2004,2004
Judo,Summer,63  70kg middleweight women,Athens 2004,2004
Judo,Summer,60  66kg halflightweight men,Athens 2004,2004
Judo,Summer,Athens 2004 Judo - 60 kg men,Athens 2004,2004
Judo,Summer,Athens 2004 Judo - 48 kg women,Athens 2004,2004
Judo,Summer,73  81kg halfmiddleweight men,Athens 2004,2004
Judo,Summer,57  63kg halfmiddleweight women,Athens 2004,2004
Judo,Summer,81  90kg middleweight men,Athens 2004,2004
Canoe Sprint,Summer,C2 1000m canoe double men,Athens 2004,2004
Canoe Sprint,Summer,K4 1000m kayak four men,Athens 2004,2004
Canoe Sprint,Summer,K2 500m kayak double men,Athens 2004,2004
Canoe Sprint,Summer,K1 500m kayak single women,Athens 2004,2004
Canoe Sprint,Summer,C-1 500m (canoe single) men,Athens 2004,2004
Canoe Sprint,Summer,K2 500m kayak double women,Athens 2004,2004
Canoe Sprint,Summer,K2 1000m kayak double men,Athens 2004,2004
Canoe Sprint,Summer,K1 1000m kayak single men,Athens 2004,2004
Canoe Sprint,Summer,C-1 1000m (canoe single) men,Athens 2004,2004
Canoe Sprint,Summer,K1 500m kayak single men,Athens 2004,2004
Canoe Sprint,Summer,K4 500m kayak four women,Athens 2004,2004
Canoe Sprint,Summer,C2 500m canoe double men,Athens 2004,2004
Baseball,Summer,baseball men,Athens 2004,2004
Softball,Summer,softball women,Athens 2004,2004
Triathlon,Summer,Individual men,Athens 2004,2004
Triathlon,Summer,Individual women,Athens 2004,2004
Handball,Summer,handball women,Athens 2004,2004
Handball,Summer,handball men,Athens 2004,2004
Synchronized Swimming,Summer,team women,Athens 2004,2004
Synchronized Swimming,Summer,duet women,Athens 2004,2004
Ski Jumping,Winter,Large Hill Individual men,Salt Lake City 2002,2002
Ski Jumping,Winter,Normal Hill Individual men,Salt Lake City 2002,2002
Ski Jumping,Winter,Teams men,Salt Lake City 2002,2002
Freestyle Skiing,Winter,Aerials women,Salt Lake City 2002,2002
Freestyle Skiing,Winter,Moguls women,Salt Lake City 2002,2002
Freestyle Skiing,Winter,Moguls men,Salt Lake City 2002,2002
Freestyle Skiing,Winter,Aerials men,Salt Lake City 2002,2002
Biathlon,Winter,15km women,Salt Lake City 2002,2002
Biathlon,Winter,10km men,Salt Lake City 2002,2002
Biathlon,Winter,4x75km relay women,Salt Lake City 2002,2002
Biathlon,Winter,10km pursuit women,Salt Lake City 2002,2002
Biathlon,Winter,125km pursuit men,Salt Lake City 2002,2002
Biathlon,Winter,75km women,Salt Lake City 2002,2002
Biathlon,Winter,4x75km relay men,Salt Lake City 2002,2002
Biathlon,Winter,20km men,Salt Lake City 2002,2002
Luge,Winter,Singles men,Salt Lake City 2002,2002
Luge,Winter,Doubles mixed,Salt Lake City 2002,2002
Luge,Winter,Singles women,Salt Lake City 2002,2002
Ice Hockey,Winter,ice hockey women,Salt Lake City 2002,2002
Ice Hockey,Winter,ice hockey men,Salt Lake City 2002,2002
Figure skating,Winter,Individual men,Salt Lake City 2002,2002
Figure skating,Winter,Individual women,Salt Lake City 2002,2002
Figure skating,Winter,Ice dancing mixed,Salt Lake City 2002,2002
Figure skating,Winter,Pairs mixed,Salt Lake City 2002,2002
Alpine Skiing,Winter,super-G men,Salt Lake City 2002,2002
Alpine Skiing,Winter,super-G women,Salt Lake City 2002,2002
Alpine Skiing,Winter,downhill men,Salt Lake City 2002,2002
Alpine Skiing,Winter,giant slalom men,Salt Lake City 2002,2002
Alpine Skiing,Winter,slalom women,Salt Lake City 2002,2002
Alpine Skiing,Winter,slalom men,Salt Lake City 2002,2002
Alpine Skiing,Winter,downhill women,Salt Lake City 2002,2002
Alpine Skiing,Winter,giant slalom women,Salt Lake City 2002,2002
Alpine Skiing,Winter,alpine combined women,Salt Lake City 2002,2002
Alpine Skiing,Winter,alpine combined men,Salt Lake City 2002,2002
Nordic Combined,Winter,Individual sprint men,Salt Lake City 2002,2002
Nordic Combined,Winter,Team Men,Salt Lake City 2002,2002
Nordic Combined,Winter,Individual men,Salt Lake City 2002,2002
Skeleton,Winter,Individual women,Salt Lake City 2002,2002
Skeleton,Winter,Individual men,Salt Lake City 2002,2002
Cross Country Skiing,Winter,5km pursuit women,Salt Lake City 2002,2002
Cross Country Skiing,Winter,15km men,Salt Lake City 2002,2002
Cross Country Skiing,Winter,sprint 15km women,Salt Lake City 2002,2002
Cross Country Skiing,Winter,Relay 4x5km women,Salt Lake City 2002,2002
Cross Country Skiing,Winter,10km pursuit men,Salt Lake City 2002,2002
Cross Country Skiing,Winter,10km women,Salt Lake City 2002,2002
Cross Country Skiing,Winter,Sprint 15km men,Salt Lake City 2002,2002
Cross Country Skiing,Winter,30km women,Salt Lake City 2002,2002
Cross Country Skiing,Winter,Relay 4x10km men,Salt Lake City 2002,2002
Cross Country Skiing,Winter,50km men,Salt Lake City 2002,2002
Cross Country Skiing,Winter,30km mass start men,Salt Lake City 2002,2002
Cross Country Skiing,Winter,15km mass start women,Salt Lake City 2002,2002
Snowboard,Winter,Half-pipe women,Salt Lake City 2002,2002
Snowboard,Winter,Half-pipe men,Salt Lake City 2002,2002
Snowboard,Winter,Giant parallel slalom men,Salt Lake City 2002,2002
Snowboard,Winter,Giant parallel slalom women,Salt Lake City 2002,2002
Curling,Winter,curling women,Salt Lake City 2002,2002
Curling,Winter,curling men,Salt Lake City 2002,2002
Bobsleigh,Winter,two-woman women,Salt Lake City 2002,2002
Bobsleigh,Winter,two-man men,Salt Lake City 2002,2002
Bobsleigh,Winter,four-man men,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,1500m men,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,500m women,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,1500m women,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,5000m relay men,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,1000m women,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,1000m men,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,3000m relay women,Salt Lake City 2002,2002
Short Track Speed Skating,Winter,500m men,Salt Lake City 2002,2002
Speed skating,Winter,5000m men,Salt Lake City 2002,2002
Speed skating,Winter,5000m women,Salt Lake City 2002,2002
